0	0	0.06378950003520462	0.0820087225735301	0.18820280516269472	0.06542624452899734	0.06710046794357459	0.05095344507698353	0.03118451466608776	0.04129754933134196	0.015588001757360952	0.045160210861458175	0.019169931371781943	0.05232535354488831	0.2777932531460959
1	1	0.1536735248715102	0.05108274975642483	0.4164480322880915	0.032459766153383154	0.03434000595311445	0.05722336369985438	0.03502182868783218	0.08739659414318789	0.017506135111526825	0.05071726096209867	0.02152882799840838	0.017746785540528495	0.024855124834038844
2	2	0.03852194939996985	0.06426202421505371	0.4206916004762329	0.04083433817697598	0.04319967708524889	0.07198690754278286	0.044057409084754154	0.0583450807097973	0.02202269227504627	0.11540194629111408	0.027083234022292242	0.022325430161507117	0.0312677105592245
3	3	0.03663176127185697	0.06110882669644912	0.15471007386664312	0.03883068616964723	0.04107996305112706	0.11752248809928814	0.04189560801018341	0.05548221471757073	0.020942086746619713	0.3550785305641575	0.025754318735884654	0.021229969944576172	0.029733472125996037
4	4	0.03193135518458109	0.053267644863596565	0.17763012540048323	0.07661980652271508	0.03580878575343777	0.05967090319136336	0.07929145278009361	0.13390637502670116	0.018254901948336576	0.18120156826002576	0.0652213337615282	0.06127752698789125	0.025918220319246236
5	5	0.03663176127185697	0.11017664796601223	0.20377789513620623	0.03883068616964723	0.04107996305112706	0.11752248809928814	0.04189560801018341	0.05548221471757073	0.020942086746619713	0.06067160294677886	0.07482214000544776	0.021229969944576172	0.17693693593468537
6	6	0.03193135518458109	0.18158268962468646	0.17763012540048323	0.033848124935685106	0.03580878575343777	0.10244258477839334	0.16483481595415353	0.13390637502670116	0.018254901948336576	0.05288652349893586	0.02244965217449824	0.018505845400861285	0.025918220319246236
7	7	0.19469082745296723	0.05108274975642483	0.12932691421789244	0.032459766153383154	0.03434000595311445	0.05722336369985438	0.0760391312692892	0.16943119930610193	0.017506135111526825	0.09173456354355569	0.02152882799840838	0.09978139070344252	0.024855124834038844
8	8	0.5210984454616274	0.0472099039279189	0.11952197610021967	0.02999882443546796	0.03173651359139676	0.05288496636504401	0.032366643839971454	0.042863039075120776	0.016178905025769536	0.04687212471773261	0.01989661688792933	0.01640131050878589	0.02297073006301549
9	9	0.04295486639223315	0.0716569827656293	0.41156517885546234	0.045533353527758946	0.048170884035944835	0.08027080777725903	0.049127319626899646	0.06505914642355468	0.024556955683883903	0.07114428866907146	0.030199839754165115	0.02489453116143237	0.03486584532670502
10	10	0.06154180445039356	0.0438829146096275	0.1463351279187853	0.06312087639039403	0.02949996928748122	0.08439417983902643	0.03008569282407995	0.14555079526472262	0.05027487813770358	0.04356893946873029	0.08896673173954542	0.015245472849128182	0.19753261722038182
11	11	0.026305667099096302	0.07911905196092477	0.28727967732397436	0.06312087639039403	0.02949996928748122	0.29581100394681	0.03008569282407995	0.03984238321083082	0.015038740786406319	0.04356893946873029	0.018494457036950893	0.015245472849128182	0.05658806781519278
12	12	0.05944711764781638	0.11046290328002403	0.14135434674178876	0.026935631430372243	0.028495884391128722	0.14959529420780693	0.0971352949327648	0.07252308710379855	0.11663730474984738	0.07612280326849315	0.05190177627079415	0.04876337714560963	0.020625178829755193
13	13	0.04936562648386534	0.03520058586173573	0.11738240909283597	0.022367683630623632	0.023663337111038903	0.039432018378390284	0.024133173990031433	0.03195948226377239	0.012063293676216834	0.6002405718580061	0.01483528905695215	0.012229123357060733	0.01712740523947037
14	14	0.03852194939996985	0.11586173065791718	0.16269306826191562	0.04083433817697598	0.04319967708524889	0.22678602687137325	0.044057409084754154	0.10994478715266076	0.02202269227504627	0.06380223984825062	0.027083234022292242	0.022325430161507117	0.08286741700208795
