,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_vals
10576,@CuriousEssense,0,1,0,0,0,0,0,0,0,0,0
10577,@TesnicR,0,1,0,0,0,0,0,0,0,0,0
10578,@yaspersen,1,0,0,0,0,0,0,0,0,0,2
10580,@ins601,0,1,0,0,0,0,0,0,0,0,0
10582,@sazan729,0,0,0,0,0,0,1,0,0,0,7
10584,@MekhribonKadamo,0,0,1,0,0,0,0,0,0,0,3
10586,@mister_x2056,1,0,0,0,0,0,0,0,0,0,2
10588,@GoraGorskiy,0,0,0,1,0,0,0,0,0,0,6
10589,@sabcoopers,0,0,0,1,0,0,0,0,0,0,6
10590,@vikaruber,0,0,0,1,0,0,0,0,0,0,6
10591,@AShvayko,0,1,0,0,0,0,0,0,0,0,0
10592,@freeman47242133,0,1,0,0,0,0,0,0,0,0,0
10593,@bluerose033,0,0,0,0,0,1,0,0,0,0,4
10594,@k1o2t347,1,0,0,0,0,0,0,0,0,0,2
10596,@telphin,1,0,0,0,0,0,0,0,0,0,2
10597,@WavesChandler,1,0,0,0,0,0,0,0,0,0,2
10598,@irinaonyanova,0,1,0,0,0,0,0,0,0,0,0
10599,@CHlenogolik,0,1,0,0,0,0,0,0,0,0,0
10600,@1justwannameetu,0,1,0,0,0,0,0,0,0,0,0
10602,@DTernovskii,0,1,0,0,0,0,0,0,0,0,0
10604,@luptakoff,0,0,0,1,0,0,0,0,0,0,6
10606,@_Mikle_,0,1,0,0,0,0,0,0,0,0,0
10607,@MogulAlex,0,1,0,0,0,0,0,0,0,0,0
10608,@InnocentMoon13,0,1,0,0,0,0,0,0,0,0,0
10609,@E_i_Darosha,0,0,1,0,0,0,0,0,0,0,3
10610,@umar_butaev,1,0,0,0,0,0,0,0,0,0,2
10611,@Luna03867043,0,1,0,0,0,0,0,0,0,0,0
10612,@Taleteller16,0,1,0,0,0,0,0,0,0,0,0
10614,@MymoodRu,0,1,0,0,0,0,0,0,0,0,0
10615,@Kirill16962279,0,0,0,0,0,1,0,0,0,0,4
10617,@80eds80,0,1,0,0,0,0,0,0,0,0,0
10619,@zbl94880926,0,0,0,0,0,1,0,0,0,0,4
10620,@DmitryKoloshein,0,0,1,0,0,0,0,0,0,0,3
10621,@LiNa200197,0,0,0,1,0,0,0,0,0,0,6
10622,@Boykovvd,0,1,0,0,0,0,0,0,0,0,0
10623,@dimal0,0,0,1,0,0,0,0,0,0,0,3
10624,@Raccoon4ic,1,0,0,0,0,0,0,0,0,0,2
10625,@2rus,0,0,0,0,1,0,0,0,0,0,1
10627,@pehtoshka,0,0,1,0,0,0,0,0,0,0,3
10628,@Ajner_E,0,1,0,0,0,0,0,0,0,0,0
10629,@23mvd,0,1,0,0,0,0,0,0,0,0,0
10631,@Gavrysh_SV,1,0,0,0,0,0,0,0,0,0,2
10632,@ccheburashkaa,0,1,0,0,0,0,0,0,0,0,0
10633,@orsini_chto,0,0,1,0,0,0,0,0,0,0,3
10634,@LiliaSHTER,0,1,0,0,0,0,0,0,0,0,0
10635,@speed_me,0,1,0,0,0,0,0,0,0,0,0
10637,@magareads13,0,0,0,1,0,0,0,0,0,0,6
10638,@metrogorodok_va,0,0,1,0,0,0,0,0,0,0,3
10639,@kuznesov91,0,1,0,0,0,0,0,0,0,0,0
10640,@belsasha,0,1,0,0,0,0,0,0,0,0,0
10641,@dmitriovas,1,0,0,0,0,0,0,0,0,0,2
10642,@A5P2YmCI3isIzTc,0,0,0,0,1,0,0,0,0,0,1
10644,@nKeZWxIPw6W7a2M,0,0,0,0,0,0,0,0,1,0,8
10645,@iplowboy,0,0,0,0,0,0,0,0,0,1,9
10647,@peregudovalv,0,1,0,0,0,0,0,0,0,0,0
10648,@kirill_frolo,0,1,0,0,0,0,0,0,0,0,0
10650,@journal_like,0,1,0,0,0,0,0,0,0,0,0
10651,@swet_lanna,0,0,0,1,0,0,0,0,0,0,6
10652,@Koopnoop2,1,0,0,0,0,0,0,0,0,0,2
10653,@armystandard,0,1,0,0,0,0,0,0,0,0,0
10654,@vladmytrenko,0,1,0,0,0,0,0,0,0,0,0
10656,@_moli_boga_,0,0,1,0,0,0,0,0,0,0,3
10658,@burnt_cupcake_,0,1,0,0,0,0,0,0,0,0,0
10659,@listajru,0,0,0,0,0,0,0,1,0,0,5
10660,@Igor09701131,0,1,0,0,0,0,0,0,0,0,0
10661,@QqShon4ik,0,0,0,1,0,0,0,0,0,0,6
10662,@usake3,1,0,0,0,0,0,0,0,0,0,2
10663,@FortaGroup,0,0,0,0,1,0,0,0,0,0,1
10664,@bithellobe0,0,1,0,0,0,0,0,0,0,0,0
10667,@Lenatyt,0,0,0,0,0,0,0,0,0,1,9
10668,@NodSevastopol,0,0,0,0,0,0,0,1,0,0,5
10670,@zoneofgames,0,0,0,0,0,0,0,1,0,0,5
10675,@vi6enca,0,0,0,0,1,0,0,0,0,0,1
10676,@emmochka86,0,1,0,0,0,0,0,0,0,0,0
10677,@MrChep,0,0,1,0,0,0,0,0,0,0,3
10678,@Poravkrym,0,0,0,0,0,1,0,0,0,0,4
10679,@AlMetelkin,0,1,0,0,0,0,0,0,0,0,0
10682,@Grivnadir,0,0,1,0,0,0,0,0,0,0,3
10683,@staryi15480303,0,1,0,0,0,0,0,0,0,0,0
10684,@adajio66,0,0,0,1,0,0,0,0,0,0,6
10685,@AnisinaAnisina,0,1,0,0,0,0,0,0,0,0,0
10687,@Xg8ZSXNaYC7NfYm,0,0,0,0,0,0,0,1,0,0,5
10688,@AntonBakers,0,0,0,1,0,0,0,0,0,0,6
10690,@myy_seonghwa,0,1,0,0,0,0,0,0,0,0,0
10691,@mger_sakhalin,0,0,0,1,0,0,0,0,0,0,6
10692,@elnazaro777,0,1,0,0,0,0,0,0,0,0,0
10693,@yasmann,0,1,0,0,0,0,0,0,0,0,0
10695,@mr_Mongustini,0,1,0,0,0,0,0,0,0,0,0
10696,@busy_mamy,0,0,0,0,0,0,1,0,0,0,7
10697,@XqkvZOY0te8bRpu,1,0,0,0,0,0,0,0,0,0,2
10700,@O_Egorova_77,0,0,0,0,0,1,0,0,0,0,4
10701,@VoenkorEg,0,0,0,0,0,1,0,0,0,0,4
10702,@xiaoweimarie,1,0,0,0,0,0,0,0,0,0,2
10703,@yurakefir,1,0,0,0,0,0,0,0,0,0,2
10705,@Katya_Sugar,0,0,0,0,0,0,1,0,0,0,7
10708,@Natasha_meow1,0,0,1,0,0,0,0,0,0,0,3
10710,@boku_no_pico_h,0,1,0,0,0,0,0,0,0,0,0
10711,@SevaSysin,1,0,0,0,0,0,0,0,0,0,2
10712,@Zolotuhinvss,0,0,0,0,1,0,0,0,0,0,1
10713,@RivieraItaliana,1,0,0,0,0,0,0,0,0,0,2
10715,@talborov,0,0,0,0,1,0,0,0,0,0,1
10717,@lawykarine,0,1,0,0,0,0,0,0,0,0,0
10719,@freddy_daddy2,1,0,0,0,0,0,0,0,0,0,2
10721,@ikhtiyorkodirov,0,0,1,0,0,0,0,0,0,0,3
10722,@69P19,0,0,0,0,1,0,0,0,0,0,1
10723,@ooo_apk_ekb,1,0,0,0,0,0,0,0,0,0,2
10724,@ttinoow,0,0,0,0,1,0,0,0,0,0,1
10725,@RussiaInUSA,1,0,0,0,0,0,0,0,0,0,2
10726,@asonechkoa,0,1,0,0,0,0,0,0,0,0,0
10728,@Admiral_x_1,1,0,0,0,0,0,0,0,0,0,2
10730,@budapest_inna,0,0,0,1,0,0,0,0,0,0,6
10731,@ghm98692828,0,1,0,0,0,0,0,0,0,0,0
10733,@JuliaKuokkanen,0,1,0,0,0,0,0,0,0,0,0
10734,@I_am_Julss,1,0,0,0,0,0,0,0,0,0,2
10736,@bakhmutsky,0,0,0,0,1,0,0,0,0,0,1
10737,@Lamberdi2,0,1,0,0,0,0,0,0,0,0,0
10738,@vi_e_ta,0,0,0,0,1,0,0,0,0,0,1
10739,@uprt_zombi,1,0,0,0,0,0,0,0,0,0,2
10740,@mvdrt,0,0,0,0,0,0,1,0,0,0,7
10743,@astcam_ru,1,0,0,0,0,0,0,0,0,0,2
10744,@krukegor1,0,0,0,1,0,0,0,0,0,0,6
10745,@ZloyZombik,0,0,0,0,0,1,0,0,0,0,4
10746,@YuriiLeso,1,0,0,0,0,0,0,0,0,0,2
10747,@ifdoelse,1,0,0,0,0,0,0,0,0,0,2
10749,@VazViktoria,0,0,1,0,0,0,0,0,0,0,3
10751,@pravednik_smm,0,1,0,0,0,0,0,0,0,0,0
10752,@rootcoder,1,0,0,0,0,0,0,0,0,0,2
10753,@involged,0,0,0,0,1,0,0,0,0,0,1
10754,@Mvdimvx,0,1,0,0,0,0,0,0,0,0,0
10755,@5Zabicsinichku,0,1,0,0,0,0,0,0,0,0,0
10756,@Blackkber,1,0,0,0,0,0,0,0,0,0,2
10757,@DOVIRru,0,1,0,0,0,0,0,0,0,0,0
10759,@Ne_esh_odumoysa,0,0,0,1,0,0,0,0,0,0,6
10760,@NNAlexander,0,0,0,0,1,0,0,0,0,0,1
10763,@Maro4nik,0,0,1,0,0,0,0,0,0,0,3
10764,@SimbirskCity,0,1,0,0,0,0,0,0,0,0,0
10765,@Mr_Koval,0,0,0,0,0,1,0,0,0,0,4
10766,@twinaga,0,0,0,1,0,0,0,0,0,0,6
10767,@horse19933,0,1,0,0,0,0,0,0,0,0,0
10768,@NewSolutionMag,1,0,0,0,0,0,0,0,0,0,2
10769,@mmovie36mm,0,1,0,0,0,0,0,0,0,0,0
10770,@silentandgoner,1,0,0,0,0,0,0,0,0,0,2
10771,@Mon_Parnas,0,0,0,1,0,0,0,0,0,0,6
10772,@tobio_chan_,0,0,0,0,1,0,0,0,0,0,1
10774,@veracosmonaut,0,0,0,1,0,0,0,0,0,0,6
10775,@finnicken,1,0,0,0,0,0,0,0,0,0,2
10776,@soc_list,0,0,0,0,0,0,0,0,1,0,8
10777,@timurus,0,0,0,0,1,0,0,0,0,0,1
10778,@BoeIsland,0,0,1,0,0,0,0,0,0,0,3
10779,@smartsoftrussia,0,1,0,0,0,0,0,0,0,0,0
10780,@YojinGreen,0,1,0,0,0,0,0,0,0,0,0
10782,@vseobovsem777,0,0,1,0,0,0,0,0,0,0,3
10783,@YuriAkimov,1,0,0,0,0,0,0,0,0,0,2
10784,@arhipovoficial,1,0,0,0,0,0,0,0,0,0,2
10785,@pizdesforyou,1,0,0,0,0,0,0,0,0,0,2
10787,@dmtlutsenko,0,0,0,0,1,0,0,0,0,0,1
10788,@ne_feeloff,0,1,0,0,0,0,0,0,0,0,0
10789,@ivsergik,0,1,0,0,0,0,0,0,0,0,0
10790,@novoedelo,0,0,0,1,0,0,0,0,0,0,6
10791,@380987435830,0,0,0,1,0,0,0,0,0,0,6
10792,@gippokratova,0,0,0,0,0,0,1,0,0,0,7
10796,@pl_muffin,0,0,1,0,0,0,0,0,0,0,3
10797,@ShuraviLeon,0,0,1,0,0,0,0,0,0,0,3
10798,@KLIO_history,1,0,0,0,0,0,0,0,0,0,2
10799,@iambolotin,0,1,0,0,0,0,0,0,0,0,0
10800,@alekser75,0,1,0,0,0,0,0,0,0,0,0
10801,@MagiCinemA,0,0,0,1,0,0,0,0,0,0,6
10802,@kai7_twt,0,1,0,0,0,0,0,0,0,0,0
10804,@mihomoud,1,0,0,0,0,0,0,0,0,0,2
10805,@CandleQueen10,0,0,0,0,0,1,0,0,0,0,4
10806,@GGSwen,1,0,0,0,0,0,0,0,0,0,2
10807,@milano_vika,0,0,1,0,0,0,0,0,0,0,3
10808,@vic34258,1,0,0,0,0,0,0,0,0,0,2
10810,@Viktoriya1945,0,0,0,0,0,1,0,0,0,0,4
10811,@Sadistik_Diary,1,0,0,0,0,0,0,0,0,0,2
10813,@porcelainmari,1,0,0,0,0,0,0,0,0,0,2
10814,@INOTEK_GROUP,0,0,0,1,0,0,0,0,0,0,6
10815,@Iana_Rammshtein,0,1,0,0,0,0,0,0,0,0,0
10816,@mchs38,0,1,0,0,0,0,0,0,0,0,0
10821,@Vovan71rus,0,0,0,0,0,0,0,0,1,0,8
10824,@vladimiryosifov,1,0,0,0,0,0,0,0,0,0,2
10827,@GullthePidorLol,0,1,0,0,0,0,0,0,0,0,0
10828,@olgag99,0,0,0,0,0,1,0,0,0,0,4
10829,@fa_rai,0,1,0,0,0,0,0,0,0,0,0
10830,@dzhulija17,0,1,0,0,0,0,0,0,0,0,0
10831,@Los_Kalmaros,0,0,0,0,0,0,1,0,0,0,7
10833,@_2190237752111,0,0,0,0,0,1,0,0,0,0,4
10835,@artur_RasEnKO,0,0,1,0,0,0,0,0,0,0,3
10836,@Creator_Magnum,0,1,0,0,0,0,0,0,0,0,0
10837,@cusoonmyalien,1,0,0,0,0,0,0,0,0,0,2
10838,@yarovoi88bjj,0,1,0,0,0,0,0,0,0,0,0
10839,@dari_armenii,1,0,0,0,0,0,0,0,0,0,2
10841,@MarTimof,0,1,0,0,0,0,0,0,0,0,0
10843,@thaiwinter,0,0,0,0,1,0,0,0,0,0,1
10844,@mykindlequote,0,1,0,0,0,0,0,0,0,0,0
10846,@8teHs7,1,0,0,0,0,0,0,0,0,0,2
10847,@NakhodkaNatalia,0,1,0,0,0,0,0,0,0,0,0
10848,@SLypkan,1,0,0,0,0,0,0,0,0,0,2
10849,@zhukov_evgen,0,0,0,0,0,1,0,0,0,0,4
10850,@lublyaniks,0,0,0,1,0,0,0,0,0,0,6
10851,@dubovickiioleg1,0,1,0,0,0,0,0,0,0,0,0
10852,@beautiful89281,0,0,0,0,1,0,0,0,0,0,1
10855,@Nonglamour,0,0,0,0,1,0,0,0,0,0,1
10856,@AkanEugenia,1,0,0,0,0,0,0,0,0,0,2
10857,@olviapeople,1,0,0,0,0,0,0,0,0,0,2
10859,@QwikNetworks,0,0,0,0,0,0,0,0,0,1,9
10861,@kaplich1985,0,0,0,1,0,0,0,0,0,0,6
10863,@55privet555,0,1,0,0,0,0,0,0,0,0,0
10864,@dmitrovetsgazet,0,0,0,1,0,0,0,0,0,0,6
10865,@AU0WSnyFReujdMa,0,1,0,0,0,0,0,0,0,0,0
10866,@VeraShoman,0,0,0,1,0,0,0,0,0,0,6
10867,@nord_lama,0,0,0,0,0,0,0,0,1,0,8
10868,@CuXboRqwKc0hOld,0,0,0,0,0,1,0,0,0,0,4
10869,@Mariandra_realy,0,0,0,0,0,0,0,0,0,1,9
10870,@MasterForel,1,0,0,0,0,0,0,0,0,0,2
10872,@NikoK1dman,0,0,1,0,0,0,0,0,0,0,3
10875,@hrnvam,0,1,0,0,0,0,0,0,0,0,0
10876,@pirozhki_o_o,0,1,0,0,0,0,0,0,0,0,0
10877,@rZuFjzoicYMkCfL,0,0,1,0,0,0,0,0,0,0,3
10878,@platton69,0,1,0,0,0,0,0,0,0,0,0
10879,@StacycoBlog,0,0,0,0,0,1,0,0,0,0,4
10880,@slastnikovs,0,0,0,0,0,0,0,0,1,0,8
10881,@v_maer_v,0,0,1,0,0,0,0,0,0,0,3
10882,@LesbianRussia,1,0,0,0,0,0,0,0,0,0,2
10884,@LSBsVkhR1kvicHj,0,1,0,0,0,0,0,0,0,0,0
10885,@Kozhabayev_,1,0,0,0,0,0,0,0,0,0,2
10886,@jankovychh,0,0,0,1,0,0,0,0,0,0,6
10887,@InterfaxUkraine,1,0,0,0,0,0,0,0,0,0,2
10889,@H3Deuterium,0,0,0,0,0,1,0,0,0,0,4
10890,@beliynightsochi,1,0,0,0,0,0,0,0,0,0,2
10891,@Aleksan90282283,0,1,0,0,0,0,0,0,0,0,0
10893,@IgorSidorov7,0,0,0,0,0,0,0,0,1,0,8
10894,@avvakumagafono7,0,0,0,1,0,0,0,0,0,0,6
10897,@jQ2TNdqyM1KxwmI,0,1,0,0,0,0,0,0,0,0,0
10898,@icover_ru,1,0,0,0,0,0,0,0,0,0,2
10899,@Namuun_zaya,1,0,0,0,0,0,0,0,0,0,2
10900,@Georgiy67,1,0,0,0,0,0,0,0,0,0,2
10902,@CuteLipstic,0,0,0,1,0,0,0,0,0,0,6
10904,@WorldActually,1,0,0,0,0,0,0,0,0,0,2
10905,@lolly_pich,0,0,0,0,1,0,0,0,0,0,1
10906,@ikonkere,0,0,0,0,1,0,0,0,0,0,1
10907,@bright_stories,0,0,0,1,0,0,0,0,0,0,6
10909,@ChelomvVek,0,0,1,0,0,0,0,0,0,0,3
10910,@AlekseyArtyuhin,0,0,1,0,0,0,0,0,0,0,3
10911,@svetlayzhizn,1,0,0,0,0,0,0,0,0,0,2
10913,@Llilac_and_rose,0,0,0,0,0,1,0,0,0,0,4
10914,@NikitaOdintsov,0,0,1,0,0,0,0,0,0,0,3
10920,@zilyallllll1,0,0,0,1,0,0,0,0,0,0,6
10921,@paSPortdeneg,0,1,0,0,0,0,0,0,0,0,0
10922,@XeniyaPk,0,1,0,0,0,0,0,0,0,0,0
10923,@Alexand12061056,0,1,0,0,0,0,0,0,0,0,0
10924,@NewsBitcoins,0,0,1,0,0,0,0,0,0,0,3
10925,@DoktorRavic,0,0,0,0,0,0,0,0,0,1,9
10926,@alldayhooliday,0,1,0,0,0,0,0,0,0,0,0
10927,@TheChris_6,0,0,0,0,0,0,0,0,0,1,9
10929,@osipovakaoss,1,0,0,0,0,0,0,0,0,0,2
10930,@rosreservy,0,1,0,0,0,0,0,0,0,0,0
10931,@zeleniypes,0,0,0,1,0,0,0,0,0,0,6
10932,@Kybik17,1,0,0,0,0,0,0,0,0,0,2
10933,@bubble_ru,1,0,0,0,0,0,0,0,0,0,2
10934,@allseeingeyeua,1,0,0,0,0,0,0,0,0,0,2
10936,@kicaca,0,0,0,0,0,0,0,0,1,0,8
10941,@coffeefox5,0,0,0,0,0,1,0,0,0,0,4
10942,@ASIA_PRO666,0,1,0,0,0,0,0,0,0,0,0
10945,@makemes999,0,0,0,0,0,0,0,1,0,0,5
10947,@chingiz_ih,0,0,0,0,1,0,0,0,0,0,1
10948,@galakhad,0,0,0,0,0,0,0,0,0,1,9
10950,@akaBratishkinO1,0,0,1,0,0,0,0,0,0,0,3
10952,@haheppllyart,0,1,0,0,0,0,0,0,0,0,0
10953,@BOROGOZ_,0,1,0,0,0,0,0,0,0,0,0
10954,@Ludmila_1213,0,1,0,0,0,0,0,0,0,0,0
10955,@toiguliyev,0,1,0,0,0,0,0,0,0,0,0
10956,@sveta231,0,0,0,1,0,0,0,0,0,0,6
10957,@milkin_ilkin,0,0,0,0,0,0,0,1,0,0,5
10959,@Holarious_Rus,0,1,0,0,0,0,0,0,0,0,0
10960,@gagapiramarx,0,0,0,1,0,0,0,0,0,0,6
10961,@Tinka_Petrova,1,0,0,0,0,0,0,0,0,0,2
10962,@yepppeoo,1,0,0,0,0,0,0,0,0,0,2
10963,@SkazitelnitSA,0,0,1,0,0,0,0,0,0,0,3
10964,@Stepantsov,0,0,0,0,1,0,0,0,0,0,1
10966,@shemetov1978,1,0,0,0,0,0,0,0,0,0,2
10967,@mira_bauk,1,0,0,0,0,0,0,0,0,0,2
10968,@dlinnychulok,0,1,0,0,0,0,0,0,0,0,0
10969,@evrikavideo,0,0,0,1,0,0,0,0,0,0,6
10971,@TimberexpertRu,0,1,0,0,0,0,0,0,0,0,0
10972,@lykhovin,0,0,1,0,0,0,0,0,0,0,3
10974,@valehsoy,0,1,0,0,0,0,0,0,0,0,0
10975,@CKMSCH,0,0,0,1,0,0,0,0,0,0,6
10976,@victors10000qip,0,0,0,1,0,0,0,0,0,0,6
10978,@imaxms,1,0,0,0,0,0,0,0,0,0,2
10979,@kir_T34,0,1,0,0,0,0,0,0,0,0,0
10980,@ivan_borshch,0,0,0,0,0,0,0,0,1,0,8
10981,@luxinvest0,0,0,0,0,0,0,1,0,0,0,7
10982,@NM196506,0,1,0,0,0,0,0,0,0,0,0
10983,@EvgenRomin,0,0,1,0,0,0,0,0,0,0,3
10986,@kcBdbVpyhnoUA2f,0,1,0,0,0,0,0,0,0,0,0
10989,@ptu36501,0,0,0,0,1,0,0,0,0,0,1
10990,@bora_3232,0,0,0,0,0,0,1,0,0,0,7
10992,@mrinfo_74,0,0,1,0,0,0,0,0,0,0,3
10993,@yocity12com,0,0,0,0,0,0,1,0,0,0,7
10994,@zflanger,0,0,0,1,0,0,0,0,0,0,6
10998,@7777777EE,0,0,1,0,0,0,0,0,0,0,3
11001,@letokot,0,0,0,0,0,1,0,0,0,0,4
11004,@Or_price23,0,0,1,0,0,0,0,0,0,0,3
11006,@pizza_jojo_rela,1,0,0,0,0,0,0,0,0,0,2
11007,@sorgo321,0,1,0,0,0,0,0,0,0,0,0
11008,@delit_bes,0,0,1,0,0,0,0,0,0,0,3
11009,@GVIDON_V,0,1,0,0,0,0,0,0,0,0,0
11010,@bulanov_av,0,1,0,0,0,0,0,0,0,0,0
11012,@JanimeMeeting,0,0,0,0,1,0,0,0,0,0,1
11013,@limeterr,1,0,0,0,0,0,0,0,0,0,2
11014,@hugovelaskes,0,0,0,1,0,0,0,0,0,0,6
11015,@PaternityNow,0,0,1,0,0,0,0,0,0,0,3
11017,@t_grabovich,1,0,0,0,0,0,0,0,0,0,2
11024,@ChezDoublemint,0,0,0,1,0,0,0,0,0,0,6
11026,@no_miller_no,0,0,0,0,0,0,1,0,0,0,7
11027,@NikolaRussia,0,0,1,0,0,0,0,0,0,0,3
11028,@sancta_morta,0,0,1,0,0,0,0,0,0,0,3
11030,@Poherov,0,1,0,0,0,0,0,0,0,0,0
11031,@iskander3730070,0,0,0,1,0,0,0,0,0,0,6
11032,@Imthedaddy_here,1,0,0,0,0,0,0,0,0,0,2
11033,@liberbonn,0,0,1,0,0,0,0,0,0,0,3
11034,@alekseevaelena_,0,0,0,1,0,0,0,0,0,0,6
11036,@Levgen_Chrvchnk,0,0,1,0,0,0,0,0,0,0,3
11037,@BamymiH,0,0,0,0,0,0,1,0,0,0,7
11038,@memberofright,0,0,0,0,0,0,0,0,0,1,9
11039,@psySvetoch,1,0,0,0,0,0,0,0,0,0,2
11041,@EdUSARussia,0,0,0,0,1,0,0,0,0,0,1
11043,@norbery_,0,0,1,0,0,0,0,0,0,0,3
11044,@_dasha_1592,1,0,0,0,0,0,0,0,0,0,2
11045,@tanyagraf87,0,1,0,0,0,0,0,0,0,0,0
11047,@MPlast_by,0,1,0,0,0,0,0,0,0,0,0
11048,@Cherny_56,0,0,0,1,0,0,0,0,0,0,6
11049,@oshro,1,0,0,0,0,0,0,0,0,0,2
11052,@Mr_Bamps,0,0,1,0,0,0,0,0,0,0,3
11054,@babinetssergey,1,0,0,0,0,0,0,0,0,0,2
11055,@VzLKOWEw18fNUTH,0,0,0,0,0,0,0,1,0,0,5
11056,@zhenyazholudeva,0,0,0,0,0,0,0,1,0,0,5
11058,@anegdoty,0,0,0,1,0,0,0,0,0,0,6
11060,@MariMakarycheva,1,0,0,0,0,0,0,0,0,0,2
11063,@Sleepy_skylark,0,0,1,0,0,0,0,0,0,0,3
11064,@ded0608,0,0,0,0,1,0,0,0,0,0,1
11065,@merci_bo,1,0,0,0,0,0,0,0,0,0,2
11066,@GarryQuxx,0,0,1,0,0,0,0,0,0,0,3
11068,@shakhrux,1,0,0,0,0,0,0,0,0,0,2
11069,@hzshnaya,0,0,0,0,0,0,0,1,0,0,5
11070,@LifeasaMedico1,0,0,0,0,0,1,0,0,0,0,4
11071,@_goodwin_,0,0,0,0,0,0,0,1,0,0,5
11072,@i_m_not_stalker,1,0,0,0,0,0,0,0,0,0,2
11073,@Misha_Snizhko,0,0,1,0,0,0,0,0,0,0,3
11075,@gulgunmammadli,0,1,0,0,0,0,0,0,0,0,0
11078,@savinov,0,0,0,0,0,0,0,1,0,0,5
11079,@petushaaara,0,0,0,1,0,0,0,0,0,0,6
11080,@SmetanaVV,0,0,1,0,0,0,0,0,0,0,3
11082,@hideoleg,1,0,0,0,0,0,0,0,0,0,2
11084,@d_martovsky,0,0,1,0,0,0,0,0,0,0,3
11085,@vestibutovo,0,1,0,0,0,0,0,0,0,0,0
11086,@loonydimension,0,1,0,0,0,0,0,0,0,0,0
11087,@OrthodoxRussian,0,1,0,0,0,0,0,0,0,0,0
11088,@GupreclamaPb,0,1,0,0,0,0,0,0,0,0,0
11089,@Alexkanaev,1,0,0,0,0,0,0,0,0,0,2
11090,@GuronGeorgiy,0,0,1,0,0,0,0,0,0,0,3
11091,@DiNov_d,0,0,0,0,0,0,1,0,0,0,7
11092,@mgerBalashikha,1,0,0,0,0,0,0,0,0,0,2
11095,@DuckQua10550757,0,1,0,0,0,0,0,0,0,0,0
11098,@RKfNjaon99iQfIr,1,0,0,0,0,0,0,0,0,0,2
11099,@MolyarovYury,0,0,0,0,0,0,1,0,0,0,7
11103,@DZHIGURDA12,0,0,1,0,0,0,0,0,0,0,3
11104,@PurevsurenE1,0,0,1,0,0,0,0,0,0,0,3
11105,@ROMANvTW,0,0,0,0,0,0,0,1,0,0,5
11106,@JMakarceva,1,0,0,0,0,0,0,0,0,0,2
11108,@meghreci,0,0,0,1,0,0,0,0,0,0,6
11109,@Namjoon_hyun_,0,0,0,0,0,0,0,0,0,1,9
11110,@miramashii,0,0,1,0,0,0,0,0,0,0,3
11111,@vgerasimov469,1,0,0,0,0,0,0,0,0,0,2
11112,@yourfackinglust,0,0,1,0,0,0,0,0,0,0,3
11114,@daardeni,0,1,0,0,0,0,0,0,0,0,0
11115,@VulwulfStencel,1,0,0,0,0,0,0,0,0,0,2
11116,@ronyaaaaaaaa,0,1,0,0,0,0,0,0,0,0,0
11117,@fsklider1,0,0,0,1,0,0,0,0,0,0,6
11118,@Obnulish,0,1,0,0,0,0,0,0,0,0,0
11119,@AbaySherik,0,0,1,0,0,0,0,0,0,0,3
11120,@PatriotRus1981,0,0,0,1,0,0,0,0,0,0,6
11122,@Foto_AndrUA,0,1,0,0,0,0,0,0,0,0,0
11123,@galdeviant,0,0,1,0,0,0,0,0,0,0,3
11124,@KrfYmZkvXZCeY3A,0,0,1,0,0,0,0,0,0,0,3
11127,@EnzoRim,0,1,0,0,0,0,0,0,0,0,0
11129,@Eny53260648Seny,0,0,0,0,0,1,0,0,0,0,4
11131,@IShLa12,0,0,0,1,0,0,0,0,0,0,6
11132,@nochevnov,0,1,0,0,0,0,0,0,0,0,0
11134,@Vlad2014lv,0,0,1,0,0,0,0,0,0,0,3
11137,@ceoallitall,0,0,0,0,0,0,0,1,0,0,5
11138,@life_cleaning,0,1,0,0,0,0,0,0,0,0,0
11139,@daivambogzdorov,0,0,0,0,0,1,0,0,0,0,4
11141,@a_jdanov,0,0,1,0,0,0,0,0,0,0,3
11142,@traxibet,0,1,0,0,0,0,0,0,0,0,0
11147,@lana_lermontova,0,0,0,1,0,0,0,0,0,0,6
11149,@JBinary,0,0,0,0,1,0,0,0,0,0,1
11150,@Slava_Neuman,0,0,1,0,0,0,0,0,0,0,3
11155,@PLInst_Moskva,0,0,0,0,0,0,0,0,0,1,9
11158,@DjMunhen,1,0,0,0,0,0,0,0,0,0,2
11159,@amberhel,0,0,0,0,0,0,1,0,0,0,7
11160,@mosu_ru,0,0,1,0,0,0,0,0,0,0,3
11162,@klin_zvuchit1,0,0,0,0,0,1,0,0,0,0,4
11163,@1015_ast,0,0,0,1,0,0,0,0,0,0,6
11165,@slivaaa_zlooo,1,0,0,0,0,0,0,0,0,0,2
11167,@Alex2007_AV,0,1,0,0,0,0,0,0,0,0,0
11168,@AssassinDark21,0,0,1,0,0,0,0,0,0,0,3
11170,@sportkor,1,0,0,0,0,0,0,0,0,0,2
11171,@Hankishenough,0,1,0,0,0,0,0,0,0,0,0
11172,@wunderpol,0,0,0,0,0,1,0,0,0,0,4
11173,@akakusnut,0,0,0,1,0,0,0,0,0,0,6
11174,@golovotyapstvo,1,0,0,0,0,0,0,0,0,0,2
11176,@poprobuyUU,0,1,0,0,0,0,0,0,0,0,0
