,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_11,cluster_12,id
1546,minskblog,0,0,0,0,0,1,0,0,0,0,5,9,48597
1547,andrey_kuprikov,1,0,0,0,0,0,0,0,0,0,7,7,43686
1548,peruna2013,0,1,0,0,0,0,0,0,0,0,8,3,12900
1549,al_gerasimenko,0,0,1,0,0,0,0,0,0,0,10,0,55935
1550,animator_v,0,0,0,0,0,1,0,0,0,0,5,9,21415
1551,drbuben,1,0,0,0,0,0,0,0,0,0,7,7,41079
1552,ecolimp,0,0,0,0,0,0,1,0,0,0,6,2,90266
1553,svinchukov,0,0,0,0,0,0,0,1,0,0,3,6,35373
1554,lifeel,0,0,0,0,0,0,0,1,0,0,3,6,79234
1555,sergey_alekseev,0,0,0,0,1,0,0,0,0,0,1,5,59985
1556,sssgg,0,1,0,0,0,0,0,0,0,0,8,3,93915
1557,ye_rektor,0,1,0,0,0,0,0,0,0,0,8,3,91111
1558,dom3d,0,0,0,1,0,0,0,0,0,0,0,8,93752
1559,birbera,0,0,0,0,0,0,1,0,0,0,6,2,85031
1560,r_v_f,0,0,0,0,0,0,0,1,0,0,3,6,62656
1561,banguerski_alex,0,1,0,0,0,0,0,0,0,0,8,3,20263
1562,sonia_07,0,1,0,0,0,0,0,0,0,0,8,3,99211
1563,pan_sapunov,1,0,0,0,0,0,0,0,0,0,7,7,73894
1564,zhukovalexander,0,0,0,1,0,0,0,0,0,0,0,8,98931
1565,mironova_e_n,0,0,0,1,0,0,0,0,0,0,0,8,95493
1566,amritaambica,0,1,0,0,0,0,0,0,0,0,8,3,24601
1567,frrb,0,0,0,0,0,0,0,0,0,1,9,4,27435
1568,aptyq,0,1,0,0,0,0,0,0,0,0,8,3,60382
1569,stepconsulting,0,0,1,0,0,0,0,0,0,0,10,0,40688
1570,dj_hot_maker,0,0,0,1,0,0,0,0,0,0,0,8,98056
1571,denis_sotchenko,0,0,0,0,0,0,0,0,0,1,9,4,56966
1572,ijn_dave,0,0,0,1,0,0,0,0,0,0,0,8,47549
1573,totalcrazy,0,0,1,0,0,0,0,0,0,0,10,0,70878
1574,gracebirkin,0,0,0,0,0,0,0,0,1,0,4,10,13971
1575,heaven_man,0,0,0,1,0,0,0,0,0,0,0,8,60748
1576,alexoctober,0,0,0,0,0,0,1,0,0,0,6,2,84488
1577,wiki_pravda,0,0,0,0,0,0,0,0,0,1,9,4,45685
1578,antimonstrs,0,0,0,0,0,0,0,1,0,0,3,6,69027
1579,cpp2010,0,1,0,0,0,0,0,0,0,0,8,3,77914
1580,protch,0,0,0,0,0,0,0,1,0,0,3,6,88004
1581,4restrainraven,0,0,0,0,1,0,0,0,0,0,1,5,22222
1582,carter38,1,0,0,0,0,0,0,0,0,0,7,7,97263
1583,max_leblanc,1,0,0,0,0,0,0,0,0,0,7,7,62629
1584,moyage311,0,1,0,0,0,0,0,0,0,0,8,3,20611
1585,maria_tolk81,0,0,0,0,1,0,0,0,0,0,1,5,62821
1586,bossbussines,0,0,0,1,0,0,0,0,0,0,0,8,21521
1587,anatoliiderun,0,1,0,0,0,0,0,0,0,0,8,3,29858
1588,san_vladimch,1,0,0,0,0,0,0,0,0,0,7,7,44222
1589,chinesmedic,0,0,0,0,1,0,0,0,0,0,1,5,10530
1590,cartorius,0,0,1,0,0,0,0,0,0,0,10,0,11481
1591,tumentcev_boris,0,0,0,1,0,0,0,0,0,0,0,8,98691
1592,l_b_r,0,0,1,0,0,0,0,0,0,0,10,0,62880
1593,politichanka,0,0,1,0,0,0,0,0,0,0,10,0,65507
1594,cordek,0,0,0,1,0,0,0,0,0,0,0,8,57318
1595,georg_flint,1,0,0,0,0,0,0,0,0,0,7,7,30696
1596,mikhail_cebusov,0,0,0,0,1,0,0,0,0,0,1,5,37798
1597,4,0,0,0,0,0,0,1,0,0,0,6,2,22282
1598,media_reporter,1,0,0,0,0,0,0,0,0,0,7,7,21050
1599,ivan_tsibin,0,0,1,0,0,0,0,0,0,0,10,0,97990
1600,rector63,0,0,0,0,0,0,0,0,1,0,4,10,89218
1601,lunin812,0,1,0,0,0,0,0,0,0,0,8,3,84454
1602,dima_babich,0,0,0,0,0,0,1,0,0,0,6,2,76987
1603,vpnwp,1,0,0,0,0,0,0,0,0,0,7,7,39381
1604,Даниил Платов,0,1,0,0,0,0,0,0,0,0,8,3,89504
1605,klunken,0,0,0,1,0,0,0,0,0,0,0,8,60568
1606,stone_age_man,0,0,0,0,0,0,1,0,0,0,6,2,94711
1607,maria_rames,1,0,0,0,0,0,0,0,0,0,7,7,75808
1608,twilightbird,1,0,0,0,0,0,0,0,0,0,7,7,55509
1609,maxim_vazanov,0,0,0,0,1,0,0,0,0,0,1,5,77956
1610,petrotrain,0,1,0,0,0,0,0,0,0,0,8,3,10574
1611,perepelitsyn,0,0,0,0,0,1,0,0,0,0,5,9,27373
1612,nastya9428,0,1,0,0,0,0,0,0,0,0,8,3,65440
1613,midianin,0,0,0,1,0,0,0,0,0,0,0,8,66026
1614,archi_m_boldo,0,0,0,0,0,0,1,0,0,0,6,2,48434
1615,yanson,0,0,0,0,1,0,0,0,0,0,1,5,19971
1616,dariez_navej,0,0,0,1,0,0,0,0,0,0,0,8,60537
1617,berbajs,0,0,0,0,0,0,1,0,0,0,6,2,68740
1618,talalyla,1,0,0,0,0,0,0,0,0,0,7,7,85927
1619,irinamedvedeva8,0,0,0,0,1,0,0,0,0,0,1,5,75134
1620,raevskaya_o,0,0,0,0,0,0,0,1,0,0,3,6,53534
1621,niramas,1,0,0,0,0,0,0,0,0,0,7,7,95282
1622,bogdan_63,0,0,0,0,0,0,0,0,1,0,4,10,48875
1623,ilyaia,0,0,0,0,0,0,0,1,0,0,3,6,23862
1624,avtodor_inform,0,0,0,0,0,0,0,0,0,1,9,4,88405
1625,borodaus,1,0,0,0,0,0,0,0,0,0,7,7,62526
1626,yuriy_kochetkov,0,0,0,0,1,0,0,0,0,0,1,5,92604
1627,dinamichkonst,0,0,0,0,1,0,0,0,0,0,1,5,85156
1628,fitoniki,0,0,0,0,0,0,0,1,0,0,3,6,52422
1629,natfree,0,0,0,0,0,1,0,0,0,0,5,9,18024
1630,miss_honeycat,0,1,0,0,0,0,0,0,0,0,8,3,37367
1631,arsenij1985,0,0,0,0,0,1,0,0,0,0,5,9,89409
1632,carnosauria,1,0,0,0,0,0,0,0,0,0,7,7,39204
1633,m_1988,0,1,0,0,0,0,0,0,0,0,8,3,22479
1634,olena_elena,1,0,0,0,0,0,0,0,0,0,7,7,33294
1635,zttt,0,0,0,1,0,0,0,0,0,0,0,8,69945
1636,jjasal,1,0,0,0,0,0,0,0,0,0,7,7,95719
1637,yaroslavalyonin,0,0,1,0,0,0,0,0,0,0,10,0,74675
1638,godkir,1,0,0,0,0,0,0,0,0,0,7,7,56364
1639,maximminsk,0,0,0,1,0,0,0,0,0,0,0,8,12851
1640,alekka4alin2012,0,0,0,0,1,0,0,0,0,0,1,5,68945
1641,ansari75,0,0,0,0,0,0,1,0,0,0,6,2,24008
1642,trety_a,0,1,0,0,0,0,0,0,0,0,8,3,88979
1643,freddymane,0,0,0,0,1,0,0,0,0,0,1,5,95768
1644,alexej_dmitrije,1,0,0,0,0,0,0,0,0,0,7,7,24984
1645,svitzao4i,0,0,1,0,0,0,0,0,0,0,10,0,61911
1646,maramilka,0,0,0,0,0,0,0,1,0,0,3,6,87427
1647,mashutik2007,0,1,0,0,0,0,0,0,0,0,8,3,80615
1648,nosh_i,1,0,0,0,0,0,0,0,0,0,7,7,35327
1649,sergey_lvov,0,0,0,0,0,0,1,0,0,0,6,2,17736
1650,irinavgorina,0,1,0,0,0,0,0,0,0,0,8,3,99162
1651,kaisynoff,0,0,0,0,0,0,0,1,0,0,3,6,80632
1652,evgebug,0,0,1,0,0,0,0,0,0,0,10,0,67009
1653,po_param_ru,0,1,0,0,0,0,0,0,0,0,8,3,64948
1654,hunterkirill,1,0,0,0,0,0,0,0,0,0,7,7,89319
1655,xwx,0,0,0,0,1,0,0,0,0,0,1,5,44531
1656,echo_russia,0,0,0,1,0,0,0,0,0,0,0,8,29085
1657,milolik93,1,0,0,0,0,0,0,0,0,0,7,7,40063
1658,igor_panin,0,0,0,0,1,0,0,0,0,0,1,5,28041
1659,llucky_travell,1,0,0,0,0,0,0,0,0,0,7,7,87682
1660,aligrozny,0,0,0,1,0,0,0,0,0,0,0,8,50538
1661,alexpashkov,0,0,1,0,0,0,0,0,0,0,10,0,65358
1662,solikama,0,1,0,0,0,0,0,0,0,0,8,3,36239
1663,clock_source,0,0,0,0,1,0,0,0,0,0,1,5,89453
1664,fungoved,0,0,0,0,0,1,0,0,0,0,5,9,38215
1665,fedit,1,0,0,0,0,0,0,0,0,0,7,7,11637
1666,vlad_burtsev,0,0,0,0,0,0,0,0,0,1,9,4,97553
1667,beluginalexey,0,0,0,0,1,0,0,0,0,0,1,5,86344
1668,ivansemenov7373,0,1,0,0,0,0,0,0,0,0,8,3,34736
1669,delilah_by,0,0,1,0,0,0,0,0,0,0,10,0,38574
1670,dervishv,0,0,0,0,0,0,0,0,0,1,9,4,44220
1671,tusku,0,0,0,0,0,0,0,0,1,0,4,10,45130
1672,rzewuski,0,0,0,1,0,0,0,0,0,0,0,8,23780
1673,psiholog_vektor,0,0,0,0,0,1,0,0,0,0,5,9,42837
1674,arudnitsky,0,0,0,0,1,0,0,0,0,0,1,5,80963
1675,verka_uragan,0,1,0,0,0,0,0,0,0,0,8,3,41437
1676,skunksss,0,0,0,0,0,0,0,0,0,1,9,4,65770
1677,svetlanaorigami,0,0,1,0,0,0,0,0,0,0,10,0,43329
1678,girevichok,0,0,0,0,0,0,1,0,0,0,6,2,61642
1679,a_labuzov,0,0,1,0,0,0,0,0,0,0,10,0,43746
1680,poiskdiet,0,0,1,0,0,0,0,0,0,0,10,0,68865
1681,garden_vlad,0,0,1,0,0,0,0,0,0,0,10,0,79851
1682,5l5,0,0,1,0,0,0,0,0,0,0,10,0,91643
1683,Аида Аскерова,0,0,0,1,0,0,0,0,0,0,0,8,88099
1684,intuiciy,0,0,0,0,1,0,0,0,0,0,1,5,38299
1685,paartchuk,0,1,0,0,0,0,0,0,0,0,8,3,23858
1686,eugeniaruseeva,0,0,0,1,0,0,0,0,0,0,0,8,22059
1687,s89264173233,0,0,1,0,0,0,0,0,0,0,10,0,31672
1688,g_rybins,1,0,0,0,0,0,0,0,0,0,7,7,73726
1689,davidmirhoev,0,1,0,0,0,0,0,0,0,0,8,3,33123
1690,irina_infonews,0,0,0,1,0,0,0,0,0,0,0,8,71130
1691,zementbomber,0,0,0,0,0,0,0,1,0,0,3,6,75449
1692,konst_vatruba,1,0,0,0,0,0,0,0,0,0,7,7,53584
1693,raketchik,0,0,0,1,0,0,0,0,0,0,0,8,55008
1694,oskanov,0,0,0,1,0,0,0,0,0,0,0,8,46804
1695,elisavetha,0,0,1,0,0,0,0,0,0,0,10,0,38468
1696,olegmikheev,0,0,0,0,0,0,0,0,0,1,9,4,76514
1697,newsarbuz,0,0,0,0,0,0,0,0,1,0,4,10,36423
1698,zklife,0,0,0,1,0,0,0,0,0,0,0,8,92827
1699,zvelenysh,1,0,0,0,0,0,0,0,0,0,7,7,99629
1700,predskazaniaisv,0,0,0,0,0,0,0,0,0,1,9,4,22352
1701,djoni4ka,0,0,0,0,1,0,0,0,0,0,1,5,61401
1702,povesitsya,0,0,0,0,0,1,0,0,0,0,5,9,21970
1703,soul_bright,0,0,0,1,0,0,0,0,0,0,0,8,68002
1704,banana_bunker,0,0,0,0,0,1,0,0,0,0,5,9,49244
1705,oleni_xa,0,1,0,0,0,0,0,0,0,0,8,3,89814
1706,lynx_alisa,0,0,0,0,0,0,0,1,0,0,3,6,21088
1707,avtordnya,1,0,0,0,0,0,0,0,0,0,7,7,54098
1708,luanda_ru,0,0,0,0,0,0,1,0,0,0,6,2,40473
1709,kaliningradblog,0,0,0,1,0,0,0,0,0,0,0,8,82082
1710,ordinary_fish,0,0,0,0,0,0,0,1,0,0,3,6,87616
1711,mashiah_1,0,0,0,1,0,0,0,0,0,0,0,8,68535
1712,ckotinko,0,0,1,0,0,0,0,0,0,0,10,0,13431
1713,j_veter,0,0,0,1,0,0,0,0,0,0,0,8,85952
1714,adcitymag,0,0,0,0,0,1,0,0,0,0,5,9,90313
1715,glass_dead,0,0,0,0,0,0,1,0,0,0,6,2,96893
1716,bayanist_spb,0,1,0,0,0,0,0,0,0,0,8,3,29312
1717,a_jelly,1,0,0,0,0,0,0,0,0,0,7,7,47899
1718,sawely,0,0,0,0,0,1,0,0,0,0,5,9,45468
1719,sserg1960,0,0,1,0,0,0,0,0,0,0,10,0,25985
1720,hrono61,0,0,0,0,0,0,0,0,0,1,9,4,80432
1721,lizaonair,0,1,0,0,0,0,0,0,0,0,8,3,38906
1722,eleonora_filina,0,0,0,0,1,0,0,0,0,0,1,5,52585
1723,kukufffka,0,0,1,0,0,0,0,0,0,0,10,0,38971
1724,ulysssa,0,0,0,1,0,0,0,0,0,0,0,8,95592
1725,vgf_tag,0,0,0,1,0,0,0,0,0,0,0,8,51413
1726,townsman,0,0,0,1,0,0,0,0,0,0,0,8,37028
1727,hachac,0,0,1,0,0,0,0,0,0,0,10,0,79793
1728,sudzume,0,0,0,1,0,0,0,0,0,0,0,8,91409
1729,sergeychuma,0,0,0,1,0,0,0,0,0,0,0,8,80870
1730,rusjokers,0,1,0,0,0,0,0,0,0,0,8,3,66642
1731,iceallaflower,0,0,0,1,0,0,0,0,0,0,0,8,12287
1732,arlouski,0,0,1,0,0,0,0,0,0,0,10,0,57413
1733,capra_lanigera,0,0,1,0,0,0,0,0,0,0,10,0,19339
1734,kopyten,0,0,0,0,0,1,0,0,0,0,5,9,97237
1735,ivashkov_spb,0,0,0,0,0,0,0,0,1,0,4,10,73008
1736,vladimirx1984,0,1,0,0,0,0,0,0,0,0,8,3,59965
1737,labhypnos,1,0,0,0,0,0,0,0,0,0,7,7,51708
1738,bokrbudlanutiy,0,0,0,0,0,0,1,0,0,0,6,2,78304
1739,gusenka64,1,0,0,0,0,0,0,0,0,0,7,7,21180
1740,ilya_shpankov,0,0,0,0,0,0,0,1,0,0,3,6,65712
1741,kvakelka84,1,0,0,0,0,0,0,0,0,0,7,7,67379
1742,ilotan136,1,0,0,0,0,0,0,0,0,0,7,7,95664
1743,callis,0,0,0,0,1,0,0,0,0,0,1,5,95536
1744,fcdynamokiev,1,0,0,0,0,0,0,0,0,0,7,7,73003
1745,prinfo,1,0,0,0,0,0,0,0,0,0,7,7,95123
1746,kolyunya45,0,0,0,1,0,0,0,0,0,0,0,8,82231
1747,carcous,0,1,0,0,0,0,0,0,0,0,8,3,63656
1748,fire4x,0,0,1,0,0,0,0,0,0,0,10,0,46303
1749,prince_armpit,0,0,0,1,0,0,0,0,0,0,0,8,93097
1750,east_walker,0,0,0,0,0,1,0,0,0,0,5,9,25251
1751,zametki_oficera,0,0,0,0,1,0,0,0,0,0,1,5,12046
1752,veruka_sol,0,0,0,0,0,1,0,0,0,0,5,9,78863
1753,uv_tv,0,0,0,1,0,0,0,0,0,0,0,8,28365
1754,dvanet,0,0,1,0,0,0,0,0,0,0,10,0,65484
1755,algorin,0,1,0,0,0,0,0,0,0,0,8,3,35693
1756,trank,0,1,0,0,0,0,0,0,0,0,8,3,48553
1757,yanam_r_o,0,0,0,0,0,1,0,0,0,0,5,9,87494
1758,feliciyaz,1,0,0,0,0,0,0,0,0,0,7,7,89085
1759,7_pounds,1,0,0,0,0,0,0,0,0,0,7,7,16762
1760,korishna,1,0,0,0,0,0,0,0,0,0,7,7,22243
1761,arionablog,0,1,0,0,0,0,0,0,0,0,8,3,59698
1762,lenao,1,0,0,0,0,0,0,0,0,0,7,7,89728
1763,rainhard_15,0,0,0,0,0,1,0,0,0,0,5,9,37396
1764,otdelnov_a,0,0,0,0,0,0,0,1,0,0,3,6,92449
1765,napravdestoy,0,0,0,0,1,0,0,0,0,0,1,5,61594
1766,btw_etc,0,1,0,0,0,0,0,0,0,0,8,3,76722
1767,permea_kra,0,0,0,1,0,0,0,0,0,0,0,8,44252
1768,france1950,0,0,0,0,0,0,0,0,1,0,4,10,38390
1769,alrufo,1,0,0,0,0,0,0,0,0,0,7,7,14757
1770,sertant,1,0,0,0,0,0,0,0,0,0,7,7,63383
1771,corex12,0,0,0,0,0,1,0,0,0,0,5,9,38675
1772,vitaly80,0,0,0,1,0,0,0,0,0,0,0,8,26544
1773,alisa_is,0,1,0,0,0,0,0,0,0,0,8,3,99385
1774,alinka07,0,0,1,0,0,0,0,0,0,0,10,0,87179
1775,abrp722,0,0,0,1,0,0,0,0,0,0,0,8,89580
1776,ecspas,0,0,0,1,0,0,0,0,0,0,0,8,29827
1777,mientras_tuya,0,0,1,0,0,0,0,0,0,0,10,0,73409
1778,tanja_tank,1,0,0,0,0,0,0,0,0,0,7,7,66602
1779,liliabakaeva,1,0,0,0,0,0,0,0,0,0,7,7,84150
1780,oleg_shein,0,0,1,0,0,0,0,0,0,0,10,0,17060
1781,dmitry_moiseyev,1,0,0,0,0,0,0,0,0,0,7,7,48360
1782,efrosinyushka,0,1,0,0,0,0,0,0,0,0,8,3,11642
1783,eshka_43,0,0,1,0,0,0,0,0,0,0,10,0,47793
1784,urist_marinaz,0,0,0,0,0,0,0,1,0,0,3,6,66945
1785,vip_taxi_msk,0,0,0,0,1,0,0,0,0,0,1,5,23338
1786,samsonoovartur,0,0,0,1,0,0,0,0,0,0,0,8,29941
1787,anna_arkan,1,0,0,0,0,0,0,0,0,0,7,7,48765
1788,guhara2,0,0,0,0,0,1,0,0,0,0,5,9,39491
1789,evrika_2020,0,0,0,1,0,0,0,0,0,0,0,8,65626
1790,ronin_zsu,1,0,0,0,0,0,0,0,0,0,7,7,81161
1791,kora_mozga,1,0,0,0,0,0,0,0,0,0,7,7,21568
1792,siron_nsk,0,0,1,0,0,0,0,0,0,0,10,0,85673
1793,gusi_007,0,0,0,1,0,0,0,0,0,0,0,8,36430
1794,ru_an_info,0,0,0,0,0,1,0,0,0,0,5,9,48090
1795,ecworld,0,0,0,0,0,0,0,0,1,0,4,10,99430
1796,plohoy_zyalt,0,0,0,0,0,0,1,0,0,0,6,2,30438
1797,genrihsturki,0,1,0,0,0,0,0,0,0,0,8,3,26919
1798,olegpolit,0,0,0,0,0,1,0,0,0,0,5,9,44698
1799,zulus_open,0,0,0,0,0,1,0,0,0,0,5,9,64920
1800,black_box_365,0,1,0,0,0,0,0,0,0,0,8,3,91518
1801,alena_polun,0,0,0,0,0,0,0,0,0,1,9,4,96788
1802,igoryakor_live,0,0,0,0,0,1,0,0,0,0,5,9,91258
1803,platon_jf,0,0,0,0,0,0,1,0,0,0,6,2,74450
1804,igorsidorov,0,0,0,0,0,0,0,0,1,0,4,10,88655
1805,mod_est_us,1,0,0,0,0,0,0,0,0,0,7,7,21324
1806,oivallinen,1,0,0,0,0,0,0,0,0,0,7,7,47628
1807,webrasskaz,0,1,0,0,0,0,0,0,0,0,8,3,43701
1808,antonrealty,1,0,0,0,0,0,0,0,0,0,7,7,94022
1809,journalist_kp,0,0,0,0,0,0,0,0,0,1,9,4,93774
1810,miiir,0,1,0,0,0,0,0,0,0,0,8,3,96184
1811,iriswh,0,0,0,0,1,0,0,0,0,0,1,5,43187
1812,svetla_s,0,0,0,0,1,0,0,0,0,0,1,5,64036
1813,juliabooranova,0,0,0,1,0,0,0,0,0,0,0,8,74106
1814,13taras,0,0,0,1,0,0,0,0,0,0,0,8,70122
1815,voleslavich,0,0,0,0,1,0,0,0,0,0,1,5,29012
1816,jagovorju,0,0,0,1,0,0,0,0,0,0,0,8,76681
1817,doggytalking,0,1,0,0,0,0,0,0,0,0,8,3,88815
1818,djsvoloch,0,1,0,0,0,0,0,0,0,0,8,3,43817
1819,aleks_erzaa,0,1,0,0,0,0,0,0,0,0,8,3,29437
1820,penetrat0r,1,0,0,0,0,0,0,0,0,0,7,7,96451
1821,Bogdan Ogurnoy,0,0,0,0,0,1,0,0,0,0,5,9,73538
1822,kvitkovaya,0,1,0,0,0,0,0,0,0,0,8,3,35235
1823,kuklovod_klepa,0,0,0,0,0,0,0,0,1,0,4,10,94643
1824,mrs_petrovna,0,0,0,0,1,0,0,0,0,0,1,5,68710
1825,farhad1958,1,0,0,0,0,0,0,0,0,0,7,7,28134
1826,zidanio,1,0,0,0,0,0,0,0,0,0,7,7,20531
1827,safarov_samir,0,0,0,1,0,0,0,0,0,0,0,8,79433
1828,dark_thema,0,1,0,0,0,0,0,0,0,0,8,3,54646
1829,kvadratiks,0,0,1,0,0,0,0,0,0,0,10,0,99563
1830,mexicanose,0,1,0,0,0,0,0,0,0,0,8,3,59871
1831,eot_dnr,0,0,0,0,0,0,0,0,1,0,4,10,14056
1832,huhher,0,0,0,0,0,1,0,0,0,0,5,9,10761
1833,zloytam,1,0,0,0,0,0,0,0,0,0,7,7,14449
1834,sofya_ber,0,1,0,0,0,0,0,0,0,0,8,3,64661
1835,historypixel,0,0,0,0,1,0,0,0,0,0,1,5,32722
1836,pronebesa,0,0,0,0,0,1,0,0,0,0,5,9,38150
1837,asiris_spb,0,0,0,0,0,1,0,0,0,0,5,9,66729
1838,not_go,0,1,0,0,0,0,0,0,0,0,8,3,60201
1839,freecasting,0,1,0,0,0,0,0,0,0,0,8,3,20113
1840,ledorubl,0,0,0,1,0,0,0,0,0,0,0,8,10347
1841,rex_sepluvzew,0,0,0,0,0,0,0,0,0,1,9,4,42729
1842,incognita_ju,0,0,0,0,0,1,0,0,0,0,5,9,33707
1843,dedstas8,1,0,0,0,0,0,0,0,0,0,7,7,57958
1844,prajt,0,1,0,0,0,0,0,0,0,0,8,3,41247
1845,ana_asia,0,0,0,0,0,0,0,0,1,0,4,10,75949
1846,sportberry,0,0,0,0,0,0,0,0,1,0,4,10,95338
1847,nyamiha18,0,0,0,0,0,0,0,1,0,0,3,6,82667
1848,powerpoint_msk,0,0,0,0,0,1,0,0,0,0,5,9,24859
1849,abrod,0,1,0,0,0,0,0,0,0,0,8,3,85954
1850,jurikan,0,1,0,0,0,0,0,0,0,0,8,3,61968
1851,ham_outdoor,0,0,1,0,0,0,0,0,0,0,10,0,91173
1852,svekresha,0,0,0,0,0,0,1,0,0,0,6,2,41601
1853,viktor_belous,0,0,1,0,0,0,0,0,0,0,10,0,33620
1854,yellow_mice,0,0,0,1,0,0,0,0,0,0,0,8,59559
1855,asyathetiger,1,0,0,0,0,0,0,0,0,0,7,7,81477
1856,kalinina_ru,0,1,0,0,0,0,0,0,0,0,8,3,16688
1857,tasha_1297,0,0,1,0,0,0,0,0,0,0,10,0,48443
1858,7intero,0,0,0,0,0,0,0,0,1,0,4,10,95857
1859,stisidor,0,0,0,0,0,1,0,0,0,0,5,9,20358
1860,allnari,0,0,0,1,0,0,0,0,0,0,0,8,83069
1861,ksn3672ksn,1,0,0,0,0,0,0,0,0,0,7,7,85617
1862,besedin_oleg,0,0,1,0,0,0,0,0,0,0,10,0,15228
1863,saltychiha,0,1,0,0,0,0,0,0,0,0,8,3,87361
1864,death0fhope,0,0,0,0,0,1,0,0,0,0,5,9,70995
1865,totek,1,0,0,0,0,0,0,0,0,0,7,7,88026
1866,papa1611,0,0,0,0,0,0,0,0,1,0,4,10,64642
1867,lora_lotos,0,0,0,0,1,0,0,0,0,0,1,5,53758
1868,hrapypris31,0,1,0,0,0,0,0,0,0,0,8,3,30823
1869,samu1l,0,0,0,0,0,0,0,0,0,1,9,4,34214
1870,slide_kg,0,1,0,0,0,0,0,0,0,0,8,3,49986
1871,laboreurasia,0,0,0,0,1,0,0,0,0,0,1,5,69997
1872,saltichixa,0,1,0,0,0,0,0,0,0,0,8,3,94488
1873,verbila,0,1,0,0,0,0,0,0,0,0,8,3,68758
1874,gadinagod,0,0,0,0,1,0,0,0,0,0,1,5,91049
1875,galka_zheglova,1,0,0,0,0,0,0,0,0,0,7,7,44800
1876,oldfisher_mk,0,0,0,0,1,0,0,0,0,0,1,5,47190
1878,tochka_sborki,0,0,0,0,0,0,1,0,0,0,6,2,61283
1879,otkritayagazeta,1,0,0,0,0,0,0,0,0,0,7,7,27567
1881,alexandr_rysin,0,1,0,0,0,0,0,0,0,0,8,3,68702
1882,yurij_lifshits,0,0,0,0,1,0,0,0,0,0,1,5,16515
1883,autoench,0,0,0,0,0,1,0,0,0,0,5,9,64194
1884,kino_alskip,0,0,0,0,0,0,1,0,0,0,6,2,48789
1885,nicoletta_ru,0,1,0,0,0,0,0,0,0,0,8,3,86986
1886,superbelva,0,0,0,1,0,0,0,0,0,0,0,8,38840
1887,olga_afanasyeva,0,1,0,0,0,0,0,0,0,0,8,3,50884
1888,sahallin,0,0,1,0,0,0,0,0,0,0,10,0,67827
1889,tony60gr,0,0,0,0,0,0,0,0,0,1,9,4,58454
1890,ermakova_s_i,1,0,0,0,0,0,0,0,0,0,7,7,10251
1891,19viv69,1,0,0,0,0,0,0,0,0,0,7,7,42366
1892,polli_3,1,0,0,0,0,0,0,0,0,0,7,7,37497
1893,19041964,0,0,0,1,0,0,0,0,0,0,0,8,65148
1894,thunderozzz,1,0,0,0,0,0,0,0,0,0,7,7,24747
1895,ad_rem100,0,0,0,1,0,0,0,0,0,0,0,8,69926
1896,kv_bear,0,0,1,0,0,0,0,0,0,0,10,0,63691
1897,k_fon_shwahgeim,0,0,0,0,0,0,0,1,0,0,3,6,82029
1898,kamill,0,1,0,0,0,0,0,0,0,0,8,3,36736
1899,advokatshepelev,1,0,0,0,0,0,0,0,0,0,7,7,65843
1900,fr0005,0,0,0,0,0,0,0,0,1,0,4,10,63997
1901,george_bllanque,0,0,1,0,0,0,0,0,0,0,10,0,45599
1902,dimazuenok,0,0,0,0,1,0,0,0,0,0,1,5,88888
1904,annutta_12,0,0,0,0,0,0,0,0,1,0,4,10,28916
1905,staatsieherheit,0,0,0,1,0,0,0,0,0,0,0,8,24758
1906,odessaservice,0,0,1,0,0,0,0,0,0,0,10,0,88649
1907,sog_05,0,1,0,0,0,0,0,0,0,0,8,3,29481
1908,iliapatriot,0,0,0,1,0,0,0,0,0,0,0,8,34231
1909,larson_holz,0,1,0,0,0,0,0,0,0,0,8,3,80966
1910,sendemorge,0,0,1,0,0,0,0,0,0,0,10,0,74555
1911,dmsav,0,0,0,0,0,1,0,0,0,0,5,9,40521
1912,nikolaevii,1,0,0,0,0,0,0,0,0,0,7,7,84459
1913,lenormande,1,0,0,0,0,0,0,0,0,0,7,7,99199
1914,michael101063,0,0,0,0,0,1,0,0,0,0,5,9,75106
1915,simbiblis,1,0,0,0,0,0,0,0,0,0,7,7,44017
1916,alex_01101,0,1,0,0,0,0,0,0,0,0,8,3,77165
1917,lenkaolenka,0,0,0,1,0,0,0,0,0,0,0,8,23067
1919,aaa1972,1,0,0,0,0,0,0,0,0,0,7,7,74270
1920,reptil,1,0,0,0,0,0,0,0,0,0,7,7,66447
1921,doctor_greench,0,0,0,0,0,1,0,0,0,0,5,9,43242
1922,snus71,0,0,0,0,0,0,1,0,0,0,6,2,95747
1923,arkorova,0,0,0,0,1,0,0,0,0,0,1,5,67492
1924,ssoleg7,0,1,0,0,0,0,0,0,0,0,8,3,89185
1925,mariia_hnuti,0,0,0,0,0,1,0,0,0,0,5,9,33178
1926,elgreco239,0,1,0,0,0,0,0,0,0,0,8,3,24391
1927,call112,1,0,0,0,0,0,0,0,0,0,7,7,57936
1928,ennnka,1,0,0,0,0,0,0,0,0,0,7,7,19354
1929,devil63rus,0,0,0,0,0,0,0,0,1,0,4,10,39012
1930,sablezubaia,0,0,1,0,0,0,0,0,0,0,10,0,85025
1931,svetangela214,0,1,0,0,0,0,0,0,0,0,8,3,78401
1932,mynativelng,0,1,0,0,0,0,0,0,0,0,8,3,61185
